,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,9,12.6,0.63,0.8,0.2,0.37,0.2,27.3,0.06,0.0,10.4,0.94,1.0
1,1,0,0,1,9,12.6,0.63,0.5,0.2,0.37,0.5,27.3,0.06,0.0,10.4,0.94,1.0
2,2,0,0,1,9,12.6,0.63,0.667,0.2,0.37,0.333,27.3,0.06,0.0,10.4,0.94,1.0
3,3,0,0,1,9,12.6,0.63,0.5,0.2,0.37,0.5,27.3,0.06,0.0,10.4,0.94,1.0
4,4,0,0,1,9,12.6,0.63,0.667,0.2,0.37,0.333,27.3,0.06,0.2,10.4,0.94,0.8
5,5,0,0,0,9,12.6,0.63,0.8,0.2,0.37,0.2,27.3,0.06,0.0,10.4,0.94,1.0
6,6,0,0,1,9,12.6,0.63,0.4,0.2,0.37,0.6,27.3,0.06,0.0,10.4,0.94,1.0
7,7,0,0,1,9,12.6,0.63,0.833,0.2,0.37,0.167,27.3,0.06,0.0,10.4,0.94,1.0
8,8,0,0,1,9,12.6,0.63,0.667,0.2,0.37,0.333,27.3,0.06,0.0,10.4,0.94,1.0
9,9,0,0,0,9,12.6,0.63,1.0,0.2,0.37,0.0,27.3,0.06,0.0,10.4,0.94,1.0
10,10,0,0,1,9,12.6,0.63,0.667,0.2,0.37,0.333,27.3,0.06,0.0,10.4,0.94,1.0
11,11,0,0,1,9,12.6,0.63,0.6,0.2,0.37,0.4,27.3,0.06,0.0,10.4,0.94,1.0
12,12,0,0,1,9,12.6,0.63,0.5,0.2,0.37,0.5,27.3,0.06,0.0,10.4,0.94,1.0
13,13,0,0,1,9,12.6,0.63,0.75,0.2,0.37,0.25,27.3,0.06,0.25,10.4,0.94,0.75
14,14,0,0,1,9,12.6,0.63,0.667,0.2,0.37,0.333,27.3,0.06,0.0,10.4,0.94,1.0
15,15,0,0,1,9,12.6,0.63,1.0,0.2,0.37,0.0,27.3,0.06,0.2,10.4,0.94,0.8
16,16,0,0,1,9,12.6,0.63,0.667,0.2,0.37,0.333,27.3,0.06,0.0,10.4,0.94,1.0
17,17,0,0,0,9,12.6,0.63,1.0,0.2,0.37,0.0,27.3,0.06,0.0,10.4,0.94,1.0
18,18,0,0,1,9,12.6,0.63,0.25,0.2,0.37,0.75,27.3,0.06,0.0,10.4,0.94,1.0
19,19,0,0,1,9,12.6,0.63,0.6,0.2,0.37,0.4,27.3,0.06,0.0,10.4,0.94,1.0
20,0,1,0,0,9,4.1,0.4,0.0,11.7,0.6,1.0,26.0,0.09,0.0,10.4,0.91,1.0
21,1,1,0,1,9,4.1,0.4,0.4,11.7,0.6,0.6,26.0,0.09,0.0,10.4,0.91,1.0
22,2,1,0,1,9,4.1,0.4,0.25,11.7,0.6,0.75,26.0,0.09,0.0,10.4,0.91,1.0
