,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,7,12.6,0.63,0.5,0.2,0.37,0.5,27.3,0.06,0.0,10.4,0.94,1.0
1,1,0,0,1,23,12.6,0.63,0.778,0.2,0.37,0.222,27.3,0.06,0.0,10.4,0.94,1.0
2,2,0,0,1,19,12.6,0.63,0.667,0.2,0.37,0.333,27.3,0.06,0.1,10.4,0.94,0.9
3,3,0,0,0,38,12.6,0.63,0.938,0.2,0.37,0.062,27.3,0.06,0.136,10.4,0.94,0.864
4,4,0,0,1,15,12.6,0.63,0.6,0.2,0.37,0.4,27.3,0.06,0.2,10.4,0.94,0.8
5,5,0,0,1,25,12.6,0.63,0.8,0.2,0.37,0.2,27.3,0.06,0.067,10.4,0.94,0.933
6,6,0,0,1,3,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
7,7,0,0,1,4,12.6,0.63,0.333,0.2,0.37,0.667,27.3,0.06,0.0,10.4,0.94,1.0
8,8,0,0,1,10,12.6,0.63,0.6,0.2,0.37,0.4,27.3,0.06,0.0,10.4,0.94,1.0
9,9,0,0,1,4,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
10,10,0,0,1,8,12.6,0.63,0.6,0.2,0.37,0.4,27.3,0.06,0.0,10.4,0.94,1.0
11,11,0,0,1,10,12.6,0.63,0.6,0.2,0.37,0.4,27.3,0.06,0.2,10.4,0.94,0.8
12,12,0,0,0,9,12.6,0.63,1.0,0.2,0.37,0.0,27.3,0.06,0.0,10.4,0.94,1.0
13,13,0,0,1,9,12.6,0.63,0.5,0.2,0.37,0.5,27.3,0.06,0.0,10.4,0.94,1.0
14,14,0,0,1,9,12.6,0.63,0.5,0.2,0.37,0.5,27.3,0.06,0.0,10.4,0.94,1.0
15,15,0,0,1,33,12.6,0.63,0.778,0.2,0.37,0.222,27.3,0.06,0.067,10.4,0.94,0.933
16,16,0,0,1,5,12.6,0.63,0.333,0.2,0.37,0.667,27.3,0.06,0.5,10.4,0.94,0.5
17,17,0,0,1,10,12.6,0.63,0.667,0.2,0.37,0.333,27.3,0.06,0.0,10.4,0.94,1.0
18,18,0,0,1,4,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
19,19,0,0,1,4,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
20,0,1,0,1,15,4.1,0.4,0.286,11.7,0.6,0.714,26.0,0.09,0.0,10.4,0.91,1.0
21,1,1,0,1,5,4.1,0.4,0.667,11.7,0.6,0.333,26.0,0.09,0.0,10.4,0.91,1.0
22,2,1,0,1,13,4.1,0.4,0.25,11.7,0.6,0.75,26.0,0.09,0.111,10.4,0.91,0.889
23,3,1,0,1,14,4.1,0.4,0.286,11.7,0.6,0.714,26.0,0.09,0.0,10.4,0.91,1.0
24,4,1,0,1,3,4.1,0.4,1.0,11.7,0.6,0.0,26.0,0.09,0.0,10.4,0.91,1.0
