,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,7,12.6,0.63,1.0,0.2,0.37,0.0,27.3,0.06,0.0,10.4,0.94,1.0
1,1,0,0,1,2,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
2,2,0,0,1,2,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
3,3,0,0,1,2,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
4,4,0,0,1,2,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
5,5,0,0,1,4,12.6,0.63,0.5,0.2,0.37,0.5,27.3,0.06,0.0,10.4,0.94,1.0
6,6,0,0,1,2,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,1.0,10.4,0.94,0.0
7,7,0,0,1,2,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
8,8,0,0,1,2,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
9,9,0,0,1,2,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
10,10,0,0,1,5,12.6,0.63,0.5,0.2,0.37,0.5,27.3,0.06,0.0,10.4,0.94,1.0
11,11,0,0,1,7,12.6,0.63,1.0,0.2,0.37,0.0,27.3,0.06,0.0,10.4,0.94,1.0
12,12,0,0,1,2,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
13,13,0,0,1,7,12.6,0.63,1.0,0.2,0.37,0.0,27.3,0.06,0.0,10.4,0.94,1.0
14,14,0,0,1,2,12.6,0.63,1.0,0.2,0.37,0.0,27.3,0.06,1.0,10.4,0.94,0.0
15,15,0,0,1,2,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
16,16,0,0,1,2,12.6,0.63,0.0,0.2,0.37,1.0,27.3,0.06,0.0,10.4,0.94,1.0
17,17,0,0,1,7,12.6,0.63,1.0,0.2,0.37,0.0,27.3,0.06,0.0,10.4,0.94,1.0
18,18,0,0,1,2,12.6,0.63,1.0,0.2,0.37,0.0,27.3,0.06,1.0,10.4,0.94,0.0
19,19,0,0,1,3,12.6,0.63,0.5,0.2,0.37,0.5,27.3,0.06,0.0,10.4,0.94,1.0
20,0,1,0,1,4,4.1,0.4,0.333,11.7,0.6,0.667,26.0,0.09,0.0,10.4,0.91,1.0
21,1,1,0,1,3,4.1,0.4,1.0,11.7,0.6,0.0,26.0,0.09,0.0,10.4,0.91,1.0
22,2,1,0,1,5,4.1,0.4,0.5,11.7,0.6,0.5,26.0,0.09,0.0,10.4,0.91,1.0
23,3,1,0,1,4,4.1,0.4,1.0,11.7,0.6,0.0,26.0,0.09,0.0,10.4,0.91,1.0
24,4,1,0,1,8,4.1,0.4,0.0,11.7,0.6,1.0,26.0,0.09,0.0,10.4,0.91,1.0
25,5,1,0,1,5,4.1,0.4,0.667,11.7,0.6,0.333,26.0,0.09,0.0,10.4,0.91,1.0
26,6,1,0,1,4,4.1,0.4,0.667,11.7,0.6,0.333,26.0,0.09,0.0,10.4,0.91,1.0
27,7,1,0,1,3,4.1,0.4,1.0,11.7,0.6,0.0,26.0,0.09,0.0,10.4,0.91,1.0
28,8,1,0,1,4,4.1,0.4,0.667,11.7,0.6,0.333,26.0,0.09,0.0,10.4,0.91,1.0
